source,target,type
doc:docs/dashboard-v2/final-parity-lock.md,roadmap:108,documents
doc:docs/dashboard-v2/legacy-compat-map.md,roadmap:108,documents
doc:docs/dashboard-v2/streamlit-change-freeze-policy.md,roadmap:108,documents
doc:docs/dashboard-v2/streamlit-deprecation-evidence-bundle.md,roadmap:108,documents
doc:docs/dashboard-v2/streamlit-deprecation-execution-safety-contract.md,roadmap:108,documents
doc:docs/dashboard-v2/streamlit-only-inventory.md,roadmap:108,documents
doc:docs/dashboard-v2/v2-first-cli-router.md,roadmap:108,documents
doc:docs/dashboard-v2/v2-first-docs-migration.md,roadmap:108,documents
doc:docs/dashboard-v2/v2-first-uat-lock.md,roadmap:108,documents
doc:docs/dashboard-v2/v2-only-operator-mode.md,roadmap:108,documents
doc:docs/dashboard-v2/v2-only-smoke-profile.md,roadmap:108,documents
doc:docs/evidence,roadmap:108,documents
doc:docs/links/actions,roadmap:108,documents
doc:docs/walkthrough,roadmap:108,documents
roadmap:109,roadmap:109,follows_on
roadmap:109,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:109,module:src/binance\_spot\_bot/cli.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/dependency\_isolation.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/legacy\_archive.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/removal\_patch\_plan.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/removal\_readiness\_gate.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/removal\_rollback\_drill.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/v2\_only\_release\_evidence.py,implements
roadmap:109,module:src/binance\_spot\_bot/dashboard\_v2/v2\_release\_simulation.py,implements
roadmap:109,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:109,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:109,module:src/binance\_spot\_bot/ui/components.py,implements
roadmap:109,module:src/binance\_spot\_bot/ui/legacy\_streamlit/,implements
roadmap:109,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
roadmap:109,module:src/binance\_spot\_bot/ui/streamlit\_app.py,implements
roadmap:109,module:src/binance\_spot\_bot/ui\_legacy\_streamlit/,implements
test:tests/legacy\_streamlit/,roadmap:109,validates
test:tests/test\_dashboard\_v2\_check\_all\_profiles.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_cli\_v2\_only\_default.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_component\_cleanup.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_dependency\_isolation.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_docs\_v2\_only\_lock.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_legacy\_archive.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_legacy\_test\_cleanup.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_only\_release\_evidence.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_post\_removal\_verification.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_removal\_execution\_gate.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_removal\_patch\_plan.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_removal\_readiness\_gate.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_removal\_rollback\_drill.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_runtime\_state\_coupling\_audit.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_streamlit\_code\_isolation.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_streamlit\_removal\_candidate\_safety\_contract.py,roadmap:109,validates
test:tests/test\_dashboard\_v2\_v2\_release\_simulation.py,roadmap:109,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:109,validates
doc:docs/UAT,roadmap:109,documents
doc:docs/commands,roadmap:109,documents
doc:docs/dashboard-v2-streamlit-removal-candidate-safety-contract.md,roadmap:109,documents
doc:docs/dashboard-v2/check-all-v2-only-profile.md,roadmap:109,documents
doc:docs/dashboard-v2/cli-v2-only-default.md,roadmap:109,documents
doc:docs/dashboard-v2/component-cleanup.md,roadmap:109,documents
doc:docs/dashboard-v2/dependency-isolation.md,roadmap:109,documents
doc:docs/dashboard-v2/docs-v2-only-lock.md,roadmap:109,documents
doc:docs/dashboard-v2/legacy-archive.md,roadmap:109,documents
doc:docs/dashboard-v2/legacy-test-cleanup.md,roadmap:109,documents
doc:docs/dashboard-v2/post-removal-verification.md,roadmap:109,documents
doc:docs/dashboard-v2/removal-execution-gate.md,roadmap:109,documents
doc:docs/dashboard-v2/removal-patch-plan.md,roadmap:109,documents
doc:docs/dashboard-v2/removal-readiness-gate.md,roadmap:109,documents
doc:docs/dashboard-v2/removal-rollback-drill.md,roadmap:109,documents
doc:docs/dashboard-v2/runtime-state-coupling-audit.md,roadmap:109,documents
doc:docs/dashboard-v2/streamlit-code-isolation.md,roadmap:109,documents
doc:docs/dashboard-v2/streamlit-removal-candidate-safety-contract.md,roadmap:109,documents
doc:docs/dashboard-v2/v2-only-release-evidence.md,roadmap:109,documents
doc:docs/dashboard-v2/v2-only-release-simulation.md,roadmap:109,documents
doc:docs/dashboard-v2/v2-only-support-evidence.md,roadmap:109,documents
doc:docs/test,roadmap:109,documents
roadmap:110,roadmap:110,follows_on
roadmap:110,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:110,module:src/binance\_spot\_bot/cli.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/advanced\_analytics.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/analytics\_query.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/chart\_sync.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/operator\_preferences.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/watchlists.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/widget\_registry.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_evidence\_bundle.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_migrations.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_performance.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_presets.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_schema.py,implements
roadmap:110,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_store.py,implements
roadmap:110,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:110,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:110,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
roadmap:110,module:src/widgets/,implements
roadmap:110,module:src/workspace/,implements
test:tests/test\_dashboard\_v2\_advanced\_analytics.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_analytics\_query.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_chart\_sync.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_customization\_safety\_contract.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_operator\_preferences.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_watchlists.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_widget\_registry.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_api.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_evidence\_bundle.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_import\_export.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_migrations.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_performance.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_presets.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_schema.py,roadmap:110,validates
test:tests/test\_dashboard\_v2\_workspace\_store.py,roadmap:110,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:110,validates
doc:docs/dashboard-v2-customization-safety-contract.md,roadmap:110,documents
doc:docs/dashboard-v2/advanced-analytics-panels.md,roadmap:110,documents
doc:docs/dashboard-v2/analytics-query-layer.md,roadmap:110,documents
doc:docs/dashboard-v2/customization-safety-contract.md,roadmap:110,documents
doc:docs/dashboard-v2/operator-preferences.md,roadmap:110,documents
doc:docs/dashboard-v2/synchronized-charts.md,roadmap:110,documents
doc:docs/dashboard-v2/watchlists.md,roadmap:110,documents
doc:docs/dashboard-v2/widget-library.md,roadmap:110,documents
doc:docs/dashboard-v2/widget-registry.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-api.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-evidence-bundle.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-grid.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-import-export.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-migrations.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-performance-budgets.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-presets.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-schema.md,roadmap:110,documents
doc:docs/dashboard-v2/workspace-store.md,roadmap:110,documents
doc:docs/operator/UAT/release/test/knowledge,roadmap:110,documents
roadmap:111,roadmap:111,follows_on
roadmap:111,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:111,module:src/binance\_spot\_bot/cli.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/analytics\_preset\_packs.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/builtin\_packs/,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/extension\_pack\_evidence.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/extension\_pack\_registry.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/extension\_pack\_schema.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/pack\_compatibility.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/pack\_install\_preview.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/pack\_migrations.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/pack\_performance.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/pack\_recommendations.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/watchlist\_packs.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/workflow\_packs.py,implements
roadmap:111,module:src/binance\_spot\_bot/dashboard\_v2/workspace\_template\_packs.py,implements
roadmap:111,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:111,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:111,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:111,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
test:tests/test\_dashboard\_v2\_analytics\_preset\_packs.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_extension\_pack\_api.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_extension\_pack\_evidence.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_extension\_pack\_registry.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_extension\_pack\_safety\_contract.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_extension\_pack\_schema.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_compatibility.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_import\_export.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_install\_preview.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_migrations.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_performance.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_pack\_recommendations.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_watchlist\_packs.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_workflow\_packs.py,roadmap:111,validates
test:tests/test\_dashboard\_v2\_workspace\_template\_packs.py,roadmap:111,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:111,validates
doc:docs/dashboard-v2-extension-pack-safety-contract.md,roadmap:111,documents
doc:docs/dashboard-v2/analytics-preset-packs.md,roadmap:111,documents
doc:docs/dashboard-v2/extension-pack-api.md,roadmap:111,documents
doc:docs/dashboard-v2/extension-pack-dashboard-ui.md,roadmap:111,documents
doc:docs/dashboard-v2/extension-pack-evidence-bundle.md,roadmap:111,documents
doc:docs/dashboard-v2/extension-pack-safety-contract.md,roadmap:111,documents
doc:docs/dashboard-v2/extension-pack-schema.md,roadmap:111,documents
doc:docs/dashboard-v2/local-pack-registry.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-compatibility.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-import-export.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-install-preview.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-migrations.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-performance-budgets.md,roadmap:111,documents
doc:docs/dashboard-v2/pack-recommendations.md,roadmap:111,documents
doc:docs/dashboard-v2/watchlist-packs.md,roadmap:111,documents
doc:docs/dashboard-v2/workflow-packs.md,roadmap:111,documents
doc:docs/dashboard-v2/workspace-template-packs.md,roadmap:111,documents
doc:docs/operator/UAT/release/test/knowledge,roadmap:111,documents
doc:docs/playbooks,roadmap:111,documents
doc:docs/tests,roadmap:111,documents
roadmap:112,roadmap:112,follows_on
roadmap:112,module:src/binance\_spot\_bot/binance.py,implements
roadmap:112,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:112,module:src/binance\_spot\_bot/cli.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/\_\_init\_\_.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/market\_metrics.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/market\_snapshot\_cache.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/multi\_symbol\_paper\_analytics.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/public\_endpoint\_policy.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/rate\_limit\_budget.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/scanner\_evidence\_bundle.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/scanner\_presets.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/symbol\_ranking.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/symbol\_universe.py,implements
roadmap:112,module:src/binance\_spot\_bot/market\_intelligence/watchlist\_scanner.py,implements
roadmap:112,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:112,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:112,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
test:tests/test\_market\_intelligence\_api.py,roadmap:112,validates
test:tests/test\_market\_intelligence\_packs.py,roadmap:112,validates
test:tests/test\_market\_intelligence\_safety\_contract.py,roadmap:112,validates
test:tests/test\_market\_intelligence\_widgets.py,roadmap:112,validates
test:tests/test\_market\_metrics.py,roadmap:112,validates
test:tests/test\_market\_snapshot\_cache.py,roadmap:112,validates
test:tests/test\_multi\_symbol\_paper\_analytics.py,roadmap:112,validates
test:tests/test\_public\_endpoint\_policy.py,roadmap:112,validates
test:tests/test\_scanner\_evidence\_bundle.py,roadmap:112,validates
test:tests/test\_scanner\_presets.py,roadmap:112,validates
test:tests/test\_scanner\_rate\_limit\_budget.py,roadmap:112,validates
test:tests/test\_symbol\_ranking.py,roadmap:112,validates
test:tests/test\_symbol\_universe.py,roadmap:112,validates
test:tests/test\_watchlist\_scanner.py,roadmap:112,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:112,validates
doc:docs/market-intelligence-safety-contract.md,roadmap:112,documents
doc:docs/market-intelligence/dashboard-v2-workbench.md,roadmap:112,documents
doc:docs/market-intelligence/market-metrics.md,roadmap:112,documents
doc:docs/market-intelligence/market-snapshot-cache.md,roadmap:112,documents
doc:docs/market-intelligence/multi-symbol-paper-analytics.md,roadmap:112,documents
doc:docs/market-intelligence/public-endpoint-policy.md,roadmap:112,documents
doc:docs/market-intelligence/rate-limit-budget.md,roadmap:112,documents
doc:docs/market-intelligence/scanner-evidence-bundle.md,roadmap:112,documents
doc:docs/market-intelligence/scanner-presets.md,roadmap:112,documents
doc:docs/market-intelligence/scanner-widgets.md,roadmap:112,documents
doc:docs/market-intelligence/symbol-ranking.md,roadmap:112,documents
doc:docs/market-intelligence/symbol-universe.md,roadmap:112,documents
doc:docs/market-intelligence/troubleshooting.md,roadmap:112,documents
doc:docs/market-intelligence/watchlist-scanner.md,roadmap:112,documents
roadmap:113,roadmap:113,follows_on
roadmap:113,module:src/binance\_spot\_bot/binance.py,implements
roadmap:113,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:113,module:src/binance\_spot\_bot/cli.py,implements
roadmap:113,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:113,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:113,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/\_\_init\_\_.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/candidate\_scorecards.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/experiment\_evidence\_bundle.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/experiment\_matrix.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/experiment\_queue.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/experiment\_queue\_store.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/experiment\_result\_store.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/paper\_experiment\_runner.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/portfolio\_candidate\_research.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/research\_guards.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/scanner\_candidate\_builder.py,implements
roadmap:113,module:src/binance\_spot\_bot/strategy\_lab/strategy\_comparison.py,implements
roadmap:113,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
test:tests/test\_candidate\_scorecards.py,roadmap:113,validates
test:tests/test\_experiment\_matrix.py,roadmap:113,validates
test:tests/test\_experiment\_queue\_store.py,roadmap:113,validates
test:tests/test\_experiment\_result\_store.py,roadmap:113,validates
test:tests/test\_multi\_symbol\_strategy\_lab\_safety\_contract.py,roadmap:113,validates
test:tests/test\_paper\_experiment\_runner.py,roadmap:113,validates
test:tests/test\_portfolio\_candidate\_research.py,roadmap:113,validates
test:tests/test\_research\_guards.py,roadmap:113,validates
test:tests/test\_scanner\_candidate\_builder.py,roadmap:113,validates
test:tests/test\_strategy\_comparison.py,roadmap:113,validates
test:tests/test\_strategy\_experiment\_queue.py,roadmap:113,validates
test:tests/test\_strategy\_lab\_api.py,roadmap:113,validates
test:tests/test\_strategy\_lab\_evidence\_bundle.py,roadmap:113,validates
test:tests/test\_strategy\_lab\_widgets.py,roadmap:113,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:113,validates
doc:docs/multi-symbol-strategy-lab-safety-contract.md,roadmap:113,documents
doc:docs/strategy-lab/candidate-scorecards.md,roadmap:113,documents
doc:docs/strategy-lab/dashboard-v2-workbench.md,roadmap:113,documents
doc:docs/strategy-lab/evidence-bundle.md,roadmap:113,documents
doc:docs/strategy-lab/experiment-matrix.md,roadmap:113,documents
doc:docs/strategy-lab/experiment-queue.md,roadmap:113,documents
doc:docs/strategy-lab/multi-symbol-strategy-lab-safety-contract.md,roadmap:113,documents
doc:docs/strategy-lab/paper-experiment-runner.md,roadmap:113,documents
doc:docs/strategy-lab/portfolio-candidate-research.md,roadmap:113,documents
doc:docs/strategy-lab/research-guards.md,roadmap:113,documents
doc:docs/strategy-lab/scanner-candidate-builder.md,roadmap:113,documents
doc:docs/strategy-lab/strategy-comparison.md,roadmap:113,documents
doc:docs/strategy-lab/troubleshooting.md,roadmap:113,documents
roadmap:114,roadmap:114,follows_on
roadmap:114,module:src/binance\_spot\_bot/binance.py,implements
roadmap:114,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:114,module:src/binance\_spot\_bot/cli.py,implements
roadmap:114,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:114,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/\_\_init\_\_.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/allocation\_constraints.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/allocation\_proposals.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/allocation\_scorecards.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/basket\_builder.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/basket\_simulation.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/candidate\_basket.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/correlation\_proxy.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/evidence\_bundle.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/portfolio\_experiment\_orchestrator.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/portfolio\_experiment\_store.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/portfolio\_research\_guards.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/portfolio\_risk\_analytics.py,implements
roadmap:114,module:src/binance\_spot\_bot/portfolio\_lab/stress\_tests.py,implements
roadmap:114,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:114,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
test:tests/run,roadmap:114,validates
test:tests/test\_allocation\_constraints.py,roadmap:114,validates
test:tests/test\_allocation\_proposals.py,roadmap:114,validates
test:tests/test\_allocation\_scorecards.py,roadmap:114,validates
test:tests/test\_basket\_simulation.py,roadmap:114,validates
test:tests/test\_correlation\_proxy.py,roadmap:114,validates
test:tests/test\_portfolio\_basket\_builder.py,roadmap:114,validates
test:tests/test\_portfolio\_candidate\_basket.py,roadmap:114,validates
test:tests/test\_portfolio\_experiment\_orchestrator.py,roadmap:114,validates
test:tests/test\_portfolio\_experiment\_store.py,roadmap:114,validates
test:tests/test\_portfolio\_lab\_api.py,roadmap:114,validates
test:tests/test\_portfolio\_lab\_evidence\_bundle.py,roadmap:114,validates
test:tests/test\_portfolio\_lab\_safety\_contract.py,roadmap:114,validates
test:tests/test\_portfolio\_lab\_widgets.py,roadmap:114,validates
test:tests/test\_portfolio\_research\_guards.py,roadmap:114,validates
test:tests/test\_portfolio\_risk\_analytics.py,roadmap:114,validates
test:tests/test\_portfolio\_stress\_tests.py,roadmap:114,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:114,validates
doc:docs/portfolio-lab/allocation-constraints.md,roadmap:114,documents
doc:docs/portfolio-lab/allocation-proposals.md,roadmap:114,documents
doc:docs/portfolio-lab/allocation-scorecards.md,roadmap:114,documents
doc:docs/portfolio-lab/basket-builder.md,roadmap:114,documents
doc:docs/portfolio-lab/basket-simulation.md,roadmap:114,documents
doc:docs/portfolio-lab/candidate-basket.md,roadmap:114,documents
doc:docs/portfolio-lab/correlation-proxy.md,roadmap:114,documents
doc:docs/portfolio-lab/dashboard-v2-workbench.md,roadmap:114,documents
doc:docs/portfolio-lab/evidence-bundle.md,roadmap:114,documents
doc:docs/portfolio-lab/paper-portfolio-research-safety-contract.md,roadmap:114,documents
doc:docs/portfolio-lab/portfolio-experiment-orchestrator.md,roadmap:114,documents
doc:docs/portfolio-lab/portfolio-risk-analytics.md,roadmap:114,documents
doc:docs/portfolio-lab/research-guards.md,roadmap:114,documents
doc:docs/portfolio-lab/stress-tests.md,roadmap:114,documents
doc:docs/portfolio-lab/troubleshooting.md,roadmap:114,documents
roadmap:115,roadmap:115,follows_on
roadmap:115,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:115,module:src/binance\_spot\_bot/cli.py,implements
roadmap:115,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:115,module:src/binance\_spot\_bot/paper.py,implements
roadmap:115,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/allocation\_decay.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/allocation\_robustness\_scorecards.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/candidate\_replacement.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/dataset\_coverage\_audit.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/rebalance\_event\_simulator.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/rebalancing\_schedules.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/robustness\_governance\_gate.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/rolling\_portfolio\_orchestrator.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/walk\_forward\_evidence\_bundle.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/walk\_forward\_performance.py,implements
roadmap:115,module:src/binance\_spot\_bot/portfolio\_lab/walk\_forward\_splits.py,implements
roadmap:115,module:src/binance\_spot\_bot/risk.py,implements
roadmap:115,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:115,module:src/binance\_spot\_bot/session\_store.py,implements
test:tests/test\_allocation\_decay.py,roadmap:115,validates
test:tests/test\_allocation\_robustness\_scorecards.py,roadmap:115,validates
test:tests/test\_candidate\_replacement.py,roadmap:115,validates
test:tests/test\_dataset\_coverage\_audit.py,roadmap:115,validates
test:tests/test\_portfolio\_robustness\_api.py,roadmap:115,validates
test:tests/test\_portfolio\_robustness\_widgets.py,roadmap:115,validates
test:tests/test\_rebalance\_event\_simulator.py,roadmap:115,validates
test:tests/test\_rebalancing\_schedules.py,roadmap:115,validates
test:tests/test\_robustness\_governance\_gate.py,roadmap:115,validates
test:tests/test\_rolling\_portfolio\_orchestrator.py,roadmap:115,validates
test:tests/test\_walk\_forward\_evidence\_bundle.py,roadmap:115,validates
test:tests/test\_walk\_forward\_performance.py,roadmap:115,validates
test:tests/test\_walk\_forward\_robustness\_safety\_contract.py,roadmap:115,validates
test:tests/test\_walk\_forward\_splits.py,roadmap:115,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:115,validates
doc:docs/portfolio-lab/allocation-decay.md,roadmap:115,documents
doc:docs/portfolio-lab/allocation-robustness-scorecards.md,roadmap:115,documents
doc:docs/portfolio-lab/candidate-replacement.md,roadmap:115,documents
doc:docs/portfolio-lab/dashboard-v2-robustness-lab.md,roadmap:115,documents
doc:docs/portfolio-lab/dataset-coverage-audit.md,roadmap:115,documents
doc:docs/portfolio-lab/rebalance-event-simulator.md,roadmap:115,documents
doc:docs/portfolio-lab/rebalancing-schedules.md,roadmap:115,documents
doc:docs/portfolio-lab/robustness-governance-gate.md,roadmap:115,documents
doc:docs/portfolio-lab/rolling-portfolio-orchestrator.md,roadmap:115,documents
doc:docs/portfolio-lab/troubleshooting-robustness.md,roadmap:115,documents
doc:docs/portfolio-lab/walk-forward-evidence-bundle.md,roadmap:115,documents
doc:docs/portfolio-lab/walk-forward-performance.md,roadmap:115,documents
